measurement_ts,parcel_id,sensor_id,humidity,temperature,soil_ph,battery_pct
2026-01-10 15:55:00,West-1,S-025,74.3,19.6,7.1,87.1
2026-01-10 15:55:00,East-1,S-002,55.9,-0.5,7.55,58.4
2026-01-10 16:19:00,East-2,S-013,47.1,6.7,6.0,48.3
2026-01-10 16:30:00,North-1,S-030,21.6,21.6,7.05,51.6
2026-01-10 16:47:00,North-1,S-012,28.9,22.2,5.58,86.8
2026-01-10 16:51:00,West-2,S-022,34.1,-1.5,5.7,19.9
2026-01-10 18:50:00,South-1,S-005,56.5,4.3,7.18,24.7
2026-01-10 19:27:00,East-2,S-007,41.2,18.7,7.51,97.6
2026-01-10 19:28:00,South-1,S-007,39.8,23.7,6.55,73.8
2026-01-10 20:05:00,West-1,S-023,58.8,23.2,6.16,40.8
2026-01-10 20:18:00,South-2,S-004,58.5,26.0,5.77,25.1
2026-01-10 21:11:00,South-1,S-010,55.1,7.6,7.16,77.1
2026-01-10 21:25:00,East-2,S-030,53.1,2.2,7.47,95.5
2026-01-10 22:05:00,West-2,S-025,69.9,24.1,7.26,18.6
2026-01-10 22:15:00,West-2,S-008,36.7,-0.6,5.86,52.3
2026-01-10 22:23:00,West-2,S-015,24.0,28.2,6.99,43.2
2026-01-10 22:39:00,South-1,S-005,41.8,31.6,6.84,84.5
2026-01-10 22:50:00,West-1,S-007,32.3,28.7,7.52,76.7
2026-01-10 23:12:00,West-1,S-010,48.2,18.1,6.54,91.4
2026-01-10 23:30:00,North-2,S-023,39.4,-1.4,7.0,11.1
2026-01-11 01:27:00,South-1,S-013,45.1,13.1,5.84,36.1
2026-01-11 01:28:00,West-2,S-013,63.0,2.0,6.45,93.4
2026-01-11 02:24:00,North-2,S-040,28.8,4.1,7.51,39.1
2026-01-11 03:16:00,South-2,S-002,28.2,31.3,6.51,85.1
2026-01-11 03:29:00,North-2,S-021,67.6,4.4,7.4,72.1
2026-01-11 03:35:00,South-2,S-030,24.9,24.8,6.07,85.4
2026-01-11 04:54:00,West-2,S-024,23.6,21.6,7.65,92.1
2026-01-11 04:59:00,North-1,S-034,48.7,10.3,6.91,82.6
2026-01-11 05:36:00,West-1,S-039,28.6,19.6,7.27,66.1
2026-01-11 05:38:00,North-1,S-015,61.6,15.3,5.99,53.3
2026-01-11 05:39:00,South-1,S-017,31.6,-1.1,5.71,94.5
2026-01-11 05:40:00,South-1,S-028,49.1,12.4,7.04,81.8
2026-01-11 06:08:00,South-1,S-039,29.4,27.4,7.69,91.5
2026-01-11 06:41:00,West-2,S-023,25.5,0.0,6.98,62.5
2026-01-11 06:51:00,West-1,S-039,23.3,5.6,7.67,79.1
2026-01-11 06:59:00,South-2,S-018,32.2,21.3,7.47,45.6
2026-01-11 07:09:00,South-1,S-013,26.9,22.8,6.8,14.9
2026-01-11 07:33:00,East-2,S-032,78.0,-0.6,6.63,73.4
2026-01-11 08:38:00,South-1,S-013,21.4,17.9,6.52,70.4
2026-01-11 08:57:00,East-2,S-030,41.0,28.4,7.5,30.1
2026-01-11 10:26:00,East-1,S-040,35.5,11.4,5.92,92.6
2026-01-11 10:41:00,South-1,S-017,43.4,11.2,7.51,24.2
2026-01-11 11:11:00,North-1,S-002,75.4,21.9,6.94,91.6
2026-01-11 11:15:00,North-1,S-021,75.8,29.0,6.99,81.2
2026-01-11 11:34:00,South-1,S-014,33.5,8.3,7.29,81.0
2026-01-11 11:41:00,North-1,S-038,54.4,19.2,6.13,77.1
2026-01-11 12:00:00,South-2,S-028,29.0,29.7,6.84,79.1
2026-01-11 13:07:00,South-1,S-037,23.7,25.8,7.04,17.7
2026-01-11 13:08:00,East-1,S-035,76.5,20.6,7.47,35.1
2026-01-11 14:28:00,North-2,S-028,78.7,26.1,7.12,19.0
2026-01-11 16:21:00,East-2,S-016,70.2,11.2,7.29,20.8
2026-01-11 17:01:00,West-1,S-025,27.9,-1.4,6.7,91.8
2026-01-11 17:20:00,East-2,S-013,38.2,13.7,6.12,94.3
2026-01-11 17:41:00,East-1,S-024,29.5,23.2,6.96,87.3
2026-01-11 18:50:00,South-1,S-019,62.2,14.8,7.08,93.2
2026-01-11 18:56:00,East-2,S-010,66.1,4.0,7.72,56.5
2026-01-11 19:02:00,East-1,S-003,41.6,22.2,7.74,17.8
2026-01-11 19:14:00,West-1,S-012,31.2,22.3,6.41,76.4
2026-01-11 19:41:00,South-1,S-032,40.5,18.9,7.56,62.2
2026-01-11 19:52:00,North-1,S-032,35.1,9.5,6.28,23.6
2026-01-11 20:06:00,North-2,S-025,37.0,5.9,6.0,60.5
2026-01-11 20:11:00,South-1,S-013,20.1,-1.1,6.94,20.6
2026-01-11 20:14:00,East-1,S-007,34.9,6.9,6.73,81.2
2026-01-11 20:16:00,North-2,S-025,36.7,21.5,6.34,43.3
2026-01-11 20:32:00,South-1,S-034,24.2,0.1,6.69,25.5
2026-01-11 21:23:00,West-2,S-002,57.2,32.9,6.25,64.9
2026-01-11 22:07:00,South-1,S-022,39.2,18.0,5.82,30.8
2026-01-11 22:22:00,South-2,S-031,51.8,33.3,7.52,85.7
2026-01-12 01:05:00,West-1,S-037,41.5,8.9,7.11,12.0
2026-01-12 01:27:00,North-2,S-004,43.6,18.3,6.63,14.9
2026-01-12 03:24:00,South-2,S-019,42.8,17.7,6.33,33.5
2026-01-12 05:12:00,East-2,S-020,71.5,3.3,6.56,15.2
2026-01-12 07:15:00,North-2,S-020,71.0,20.2,5.78,98.5
2026-01-12 07:30:00,South-2,S-015,47.3,25.7,5.77,31.7
2026-01-12 07:48:00,East-2,S-011,65.2,22.4,5.71,49.1
2026-01-12 08:18:00,North-1,S-035,61.5,21.2,5.78,84.2
2026-01-12 09:52:00,West-1,S-017,59.6,8.2,7.65,66.5
2026-01-12 09:57:00,West-2,S-022,37.2,4.3,6.11,74.4
2026-01-12 10:23:00,West-1,S-003,53.5,17.1,6.95,14.4
2026-01-12 10:27:00,South-1,S-036,29.7,18.2,6.23,20.0
2026-01-12 11:58:00,North-1,S-013,47.7,26.5,6.7,98.4
2026-01-12 12:00:00,East-2,S-007,48.4,28.8,6.52,15.0
2026-01-12 12:07:00,North-1,S-018,65.0,28.1,6.37,46.1
2026-01-12 12:20:00,North-2,S-018,27.5,2.1,6.76,15.9
2026-01-12 12:56:00,North-1,S-017,43.0,14.5,6.11,39.7
2026-01-12 13:03:00,South-1,S-011,67.2,2.0,7.51,87.3
2026-01-12 13:07:00,South-2,S-026,50.8,23.1,6.1,99.2
2026-01-12 13:08:00,South-1,S-026,77.8,33.9,6.54,22.0
2026-01-12 13:15:00,South-1,S-003,76.8,17.2,7.3,69.3
2026-01-12 13:58:00,East-2,S-035,27.0,22.0,6.96,97.5
2026-01-12 14:42:00,East-1,S-021,69.7,26.2,7.06,54.1
2026-01-12 15:28:00,North-1,S-006,33.7,22.9,7.48,62.8
2026-01-12 16:53:00,South-2,S-027,60.0,7.3,6.32,11.2
2026-01-12 17:15:00,West-2,S-006,31.1,12.9,6.02,98.7
2026-01-12 17:18:00,East-1,S-040,36.9,29.7,5.53,20.0
2026-01-12 17:40:00,South-1,S-018,45.4,11.9,6.3,32.7
2026-01-12 17:52:00,South-2,S-039,40.3,23.1,6.19,97.4
2026-01-12 18:03:00,West-2,S-010,32.3,23.4,5.52,47.9
2026-01-12 18:45:00,South-2,S-017,55.1,26.4,5.54,76.6
2026-01-12 20:50:00,North-2,S-030,21.0,12.1,6.47,96.5
2026-01-12 22:54:00,North-2,S-008,78.8,18.0,6.16,26.4
2026-01-12 23:43:00,South-1,S-039,22.1,3.2,6.7,12.3
2026-01-13 00:05:00,East-1,S-034,77.5,20.2,6.8,11.7
2026-01-13 00:11:00,South-2,S-018,72.8,23.9,6.14,10.9
2026-01-13 00:14:00,South-1,S-036,30.6,29.5,7.72,53.7
2026-01-13 01:10:00,East-1,S-024,27.6,26.9,6.12,89.8
2026-01-13 01:21:00,West-1,S-026,43.3,-0.7,7.13,61.5
2026-01-13 01:59:00,East-2,S-031,42.3,8.7,7.44,23.4
2026-01-13 02:17:00,West-2,S-040,27.4,3.4,5.55,22.8
2026-01-13 02:26:00,South-2,S-012,32.3,24.2,7.03,98.0
2026-01-13 02:52:00,South-2,S-011,30.5,29.8,6.66,82.6
2026-01-13 03:11:00,East-1,S-027,50.4,18.7,6.66,40.6
2026-01-13 03:13:00,North-2,S-005,40.5,30.9,5.87,16.8
2026-01-13 03:45:00,South-2,S-001,62.3,23.1,7.27,61.9
2026-01-13 03:56:00,North-2,S-002,69.9,3.1,7.01,89.7
2026-01-13 03:57:00,East-2,S-040,47.1,7.2,6.84,68.3
2026-01-13 04:10:00,East-1,S-022,70.9,7.1,5.95,25.8
2026-01-13 04:22:00,East-2,S-003,75.4,33.1,6.42,35.8
2026-01-13 04:54:00,South-1,S-031,27.5,22.6,6.16,26.1
2026-01-13 05:07:00,North-2,S-024,45.6,-1.1,6.75,18.5
2026-01-13 05:15:00,East-2,S-023,62.2,8.9,5.59,54.7
2026-01-13 05:19:00,North-1,S-003,40.3,7.7,6.27,78.8
2026-01-13 05:21:00,East-2,S-024,24.8,-0.6,6.38,98.6
2026-01-13 05:27:00,East-1,S-014,53.5,29.9,6.99,76.7
2026-01-13 05:38:00,East-2,S-019,25.6,22.9,7.39,16.8
2026-01-13 06:44:00,South-2,S-015,22.6,5.7,7.59,42.5
2026-01-13 07:19:00,East-1,S-016,64.7,17.9,7.22,48.6
2026-01-13 07:30:00,West-1,S-014,75.7,25.9,7.09,74.2
2026-01-13 07:47:00,South-2,S-022,43.5,13.4,7.79,37.8
2026-01-13 09:41:00,West-2,S-039,67.4,21.5,5.72,30.2
2026-01-13 09:53:00,East-1,S-019,41.4,-1.4,6.25,67.2
2026-01-13 11:10:00,West-2,S-010,23.8,14.1,6.47,53.6
2026-01-13 11:32:00,South-1,S-039,20.7,9.4,7.02,85.2
2026-01-13 12:14:00,East-2,S-017,48.3,29.7,6.2,23.0
2026-01-13 13:38:00,East-1,S-013,45.9,32.0,6.17,12.9
2026-01-13 14:40:00,East-1,S-007,56.9,19.7,6.06,70.3
2026-01-13 16:53:00,North-1,S-007,42.6,33.8,6.37,19.5
2026-01-13 17:15:00,South-2,S-030,50.3,21.5,5.78,12.8
2026-01-13 17:52:00,West-2,S-027,35.3,19.8,6.63,43.7
2026-01-13 18:05:00,South-1,S-002,50.1,23.8,6.49,94.6
2026-01-13 18:49:00,West-1,S-010,57.1,23.2,6.42,45.6
2026-01-13 18:59:00,West-1,S-014,44.8,27.0,6.61,43.3
2026-01-13 19:23:00,West-1,S-023,60.2,13.0,5.96,11.4
2026-01-13 19:25:00,East-1,S-007,22.3,11.2,5.82,43.0
2026-01-13 21:04:00,North-2,S-020,24.7,32.1,7.74,24.0
2026-01-13 22:08:00,North-2,S-023,68.2,25.5,6.01,16.7
2026-01-13 22:50:00,West-1,S-032,21.1,12.2,6.52,30.2
2026-01-13 23:14:00,West-1,S-014,56.6,33.4,6.23,71.4
2026-01-13 23:33:00,North-1,S-024,33.0,14.5,6.04,42.6
2026-01-13 23:54:00,East-1,S-033,78.1,30.8,5.98,17.3
2026-01-13 23:57:00,South-2,S-023,25.4,4.6,7.28,33.2
2026-01-14 01:48:00,South-2,S-005,56.9,2.4,7.62,92.8
2026-01-14 03:24:00,West-1,S-017,31.3,24.2,7.32,62.0
2026-01-14 03:38:00,East-2,S-012,69.1,16.1,5.78,41.4
2026-01-14 04:23:00,West-2,S-009,27.9,29.0,5.57,69.7
2026-01-14 04:37:00,West-2,S-011,57.1,3.9,6.73,26.4
2026-01-14 04:54:00,South-2,S-023,38.5,14.5,6.79,29.4
2026-01-14 05:04:00,East-1,S-008,37.3,16.0,6.01,25.2
2026-01-14 05:12:00,South-1,S-001,44.4,-1.3,6.45,21.7
2026-01-14 05:20:00,North-1,S-037,79.3,31.7,6.15,85.7
2026-01-14 07:33:00,North-2,S-006,56.9,16.8,6.56,59.9
2026-01-14 08:38:00,North-2,S-035,54.5,29.6,7.64,55.0
2026-01-14 08:58:00,North-2,S-007,29.9,2.1,5.84,23.5
2026-01-14 09:13:00,North-2,S-025,50.3,26.3,6.14,99.0
2026-01-14 09:14:00,West-2,S-008,48.1,9.3,6.43,34.5
2026-01-14 10:01:00,South-1,S-033,79.1,23.1,5.72,96.6
2026-01-14 10:09:00,North-2,S-038,49.6,22.7,6.4,72.8
2026-01-14 10:34:00,South-1,S-039,25.2,26.3,6.51,45.6
2026-01-14 10:42:00,East-2,S-012,53.3,33.8,7.02,36.9
2026-01-14 10:53:00,East-1,S-010,60.9,0.9,6.94,95.8
2026-01-14 11:36:00,North-1,S-032,44.0,17.0,7.17,94.2
2026-01-14 11:42:00,East-1,S-038,21.5,20.5,7.36,56.0
2026-01-14 12:02:00,West-2,S-026,73.1,26.6,6.16,25.0
2026-01-14 12:35:00,South-1,S-021,75.6,12.5,7.41,39.4
2026-01-14 12:40:00,North-1,S-019,49.1,2.7,5.68,80.5
2026-01-14 13:04:00,West-2,S-033,49.9,30.2,5.85,42.7
2026-01-14 13:59:00,West-1,S-026,46.1,1.0,5.55,19.4
2026-01-14 14:10:00,North-2,S-025,27.5,0.4,5.57,31.1
2026-01-14 14:33:00,South-2,S-026,21.8,4.7,6.24,81.2
2026-01-14 14:39:00,East-2,S-040,51.8,34.9,7.39,98.3
2026-01-14 15:35:00,North-1,S-034,74.2,15.2,6.99,18.1
2026-01-14 15:44:00,West-2,S-005,58.3,32.1,6.14,48.4
2026-01-14 15:55:00,North-1,S-030,22.5,8.5,6.86,14.8
2026-01-14 16:08:00,South-1,S-029,35.9,16.1,6.83,41.4
2026-01-14 16:37:00,East-2,S-005,24.9,3.7,7.14,67.1
2026-01-14 16:40:00,North-2,S-015,26.7,30.6,7.24,35.9
2026-01-14 18:07:00,North-2,S-028,79.7,24.6,7.52,34.4
2026-01-14 18:10:00,East-2,S-002,71.5,15.9,6.51,60.1
2026-01-14 18:46:00,West-2,S-035,31.0,26.9,7.42,18.6
2026-01-14 19:53:00,West-1,S-004,72.3,3.6,7.78,40.8
2026-01-14 20:23:00,North-2,S-035,64.6,14.8,5.66,98.1
2026-01-14 21:09:00,South-2,S-028,32.1,21.5,7.74,16.8
2026-01-14 21:15:00,North-1,S-028,67.9,20.1,7.33,59.3
2026-01-14 21:16:00,West-1,S-022,29.7,14.8,7.32,13.8
2026-01-14 21:17:00,South-2,S-038,21.4,27.1,7.62,23.8
2026-01-14 21:34:00,West-1,S-035,38.8,13.3,6.08,56.4
2026-01-14 21:55:00,East-1,S-036,63.6,7.5,6.57,50.8
2026-01-14 21:59:00,South-2,S-001,26.8,10.3,6.41,61.2
2026-01-14 22:13:00,South-1,S-004,53.4,19.9,7.19,25.8
2026-01-14 22:26:00,East-2,S-006,59.0,28.0,7.51,11.4
2026-01-14 23:36:00,South-2,S-009,78.6,25.1,6.5,67.5
2026-01-14 23:50:00,West-1,S-026,21.3,33.2,6.09,68.8
2026-01-15 00:13:00,East-2,S-033,36.6,0.3,6.09,44.8
2026-01-15 00:45:00,North-2,S-033,58.5,19.9,6.84,25.4
2026-01-15 02:05:00,South-1,S-021,47.1,15.3,5.86,62.6
2026-01-15 02:11:00,East-1,S-011,39.4,24.2,6.3,94.7
2026-01-15 02:21:00,North-2,S-018,41.8,32.9,7.14,32.2
2026-01-15 02:26:00,North-2,S-007,60.1,23.3,7.27,21.7
2026-01-15 02:38:00,West-1,S-023,79.4,19.6,6.91,55.9
2026-01-15 04:02:00,North-1,S-028,41.1,28.9,5.61,22.4
2026-01-15 04:27:00,South-2,S-031,53.2,10.7,7.79,59.5
2026-01-15 05:06:00,East-1,S-026,61.2,32.2,7.54,79.3
2026-01-15 06:27:00,West-1,S-005,55.9,23.4,6.87,83.8
2026-01-15 06:43:00,South-2,S-003,36.3,1.2,7.52,43.4
2026-01-15 07:00:00,West-2,S-002,25.4,12.5,6.55,31.7
2026-01-15 07:04:00,North-1,S-023,65.1,33.5,6.65,38.3
2026-01-15 07:48:00,South-2,S-008,52.1,6.7,6.52,10.7
2026-01-15 08:04:00,West-2,S-019,57.6,2.3,5.8,28.3
2026-01-15 08:41:00,West-1,S-035,48.4,-0.6,6.99,35.7
2026-01-15 08:46:00,East-1,S-012,69.0,23.4,5.93,22.9
2026-01-15 09:25:00,North-1,S-036,44.5,6.3,7.44,20.2
2026-01-15 09:49:00,West-1,S-009,66.8,17.4,6.81,25.6
2026-01-15 10:31:00,South-2,S-034,24.7,20.4,5.99,25.0
2026-01-15 11:25:00,South-2,S-023,78.5,2.8,6.35,60.5
2026-01-15 11:47:00,West-2,S-012,65.4,5.5,7.47,53.7
2026-01-15 12:04:00,West-2,S-040,22.8,9.0,7.76,54.4
2026-01-15 12:10:00,North-1,S-009,50.0,34.0,6.15,42.5
2026-01-15 12:11:00,North-2,S-009,23.7,27.7,5.63,65.0
2026-01-15 12:38:00,West-1,S-010,44.8,5.5,6.65,65.0
2026-01-15 12:54:00,West-2,S-029,57.4,7.8,7.72,88.4
2026-01-15 13:00:00,North-2,S-029,30.8,26.3,6.14,88.2
2026-01-15 13:31:00,East-1,S-016,36.6,1.1,6.77,64.0
2026-01-15 15:18:00,East-1,S-029,24.1,14.4,6.2,34.7
2026-01-15 15:23:00,North-1,S-007,67.2,1.2,5.52,87.6
2026-01-15 17:28:00,East-1,S-028,33.9,24.3,5.79,20.7
2026-01-15 17:42:00,West-2,S-036,44.4,15.9,6.44,31.0
2026-01-15 18:19:00,South-2,S-016,38.1,3.3,7.02,29.9
2026-01-15 18:33:00,East-2,S-030,27.4,14.6,5.82,14.6
2026-01-15 18:47:00,East-1,S-038,73.3,33.7,6.45,50.2
2026-01-15 18:52:00,South-2,S-007,59.9,23.4,6.96,67.3
2026-01-15 19:08:00,South-2,S-009,51.2,20.3,6.01,45.6
2026-01-15 19:32:00,West-2,S-007,61.1,32.3,5.98,70.5
2026-01-15 19:39:00,East-2,S-013,23.0,16.3,5.61,34.7
2026-01-15 20:17:00,North-2,S-035,69.1,5.0,7.07,78.9
2026-01-15 21:06:00,West-1,S-001,36.1,5.7,6.79,54.0
2026-01-15 21:37:00,East-1,S-020,20.0,7.3,6.78,38.0
2026-01-15 22:07:00,South-2,S-037,59.0,3.2,6.7,28.4
2026-01-15 22:23:00,North-1,S-040,70.6,9.1,7.32,59.5
2026-01-15 23:31:00,East-2,S-016,26.3,30.6,7.17,44.6
2026-01-15 23:38:00,East-1,S-013,66.0,27.1,7.46,64.9
2026-01-16 00:30:00,North-2,S-036,35.8,2.9,7.57,36.5
2026-01-16 00:52:00,West-2,S-016,45.7,26.7,6.9,84.2
2026-01-16 01:18:00,East-1,S-002,62.8,9.0,5.73,22.8
2026-01-16 01:27:00,South-2,S-040,71.7,4.9,6.1,34.2
2026-01-16 01:30:00,West-2,S-038,48.2,33.9,5.61,69.3
2026-01-16 01:57:00,West-1,S-018,69.0,12.5,5.76,60.7
2026-01-16 02:53:00,West-1,S-038,58.1,28.9,7.07,16.0
2026-01-16 03:01:00,West-1,S-020,21.7,31.5,6.8,87.3
2026-01-16 03:17:00,West-2,S-032,47.7,1.1,7.01,74.2
2026-01-16 03:29:00,North-2,S-036,47.4,11.7,6.17,80.6
2026-01-16 03:37:00,West-2,S-004,25.4,28.2,7.54,91.3
2026-01-16 04:11:00,North-2,S-026,60.2,4.8,5.82,39.1
2026-01-16 04:23:00,West-2,S-008,43.1,14.9,7.19,71.8
2026-01-16 04:57:00,West-2,S-033,37.0,21.9,6.11,57.9
2026-01-16 05:10:00,West-2,S-020,25.6,1.9,6.77,12.9
2026-01-16 06:18:00,East-2,S-025,54.2,7.1,6.77,94.9
2026-01-16 06:48:00,South-2,S-030,49.3,0.4,5.76,53.1
2026-01-16 07:01:00,East-2,S-037,67.9,16.8,6.44,79.0
2026-01-16 08:29:00,East-2,S-035,32.7,18.2,7.23,59.4
2026-01-16 09:20:00,North-1,S-017,77.3,7.8,6.51,54.3
2026-01-16 09:34:00,East-2,S-031,74.5,34.9,7.66,97.0
2026-01-16 09:52:00,East-1,S-014,70.9,32.6,6.02,76.2
2026-01-16 10:20:00,West-2,S-026,64.7,-1.3,7.07,42.0
2026-01-16 10:30:00,South-2,S-021,47.0,13.7,6.41,47.5
2026-01-16 12:01:00,West-2,S-027,75.7,0.1,6.7,60.8
2026-01-16 14:05:00,West-2,S-024,65.3,33.5,6.24,20.0
2026-01-16 14:42:00,South-1,S-032,78.0,21.7,6.63,25.1
2026-01-16 14:53:00,West-1,S-008,57.1,2.5,6.02,33.2
2026-01-16 15:02:00,South-1,S-020,36.8,16.2,7.1,18.8
2026-01-16 15:36:00,East-2,S-020,47.4,11.7,6.36,25.4
2026-01-16 15:38:00,North-1,S-004,41.3,3.7,6.73,19.7
2026-01-16 16:28:00,West-2,S-009,25.4,24.3,6.5,33.4
2026-01-16 17:10:00,East-2,S-027,45.5,25.8,7.25,72.1
2026-01-16 17:11:00,North-1,S-020,46.9,6.2,7.51,58.2
2026-01-16 17:29:00,West-2,S-034,38.6,10.1,7.27,18.8
2026-01-16 17:43:00,South-2,S-003,66.2,18.6,7.56,86.8
2026-01-16 18:01:00,South-2,S-023,69.4,3.6,7.47,54.9
2026-01-16 18:09:00,East-2,S-038,45.9,34.3,6.8,40.8
2026-01-16 18:11:00,East-1,S-021,23.6,3.5,7.12,22.7
2026-01-16 18:37:00,South-1,S-036,50.2,21.2,5.76,78.1
2026-01-16 19:05:00,South-2,S-008,24.9,13.6,7.76,61.8
2026-01-16 19:15:00,West-2,S-013,33.6,3.1,5.68,86.0
2026-01-16 20:14:00,South-1,S-029,36.4,22.5,6.24,29.0
2026-01-16 20:32:00,South-1,S-031,79.4,5.5,7.16,13.9
2026-01-16 21:21:00,West-1,S-013,43.8,-1.6,5.76,92.5
2026-01-16 21:30:00,West-1,S-038,33.7,0.3,6.39,57.0
2026-01-16 21:35:00,West-1,S-017,43.0,16.0,6.9,13.4
2026-01-16 21:36:00,South-1,S-031,52.1,23.4,6.63,78.0
2026-01-16 22:00:00,East-1,S-017,64.9,23.5,6.16,44.8
2026-01-17 00:37:00,West-1,S-040,49.2,0.9,7.6,85.7
2026-01-17 00:46:00,West-2,S-040,56.0,-1.8,6.7,32.9
2026-01-17 01:00:00,South-1,S-008,78.2,16.5,7.08,52.0
2026-01-17 01:32:00,South-1,S-015,56.4,5.2,7.64,61.7
2026-01-17 01:44:00,South-2,S-030,36.5,28.8,7.6,59.9
2026-01-17 04:25:00,South-2,S-008,65.8,19.2,7.36,86.1
2026-01-17 04:57:00,West-2,S-027,74.5,21.9,7.3,45.6
2026-01-17 04:58:00,West-1,S-011,57.0,27.0,7.37,82.5
2026-01-17 05:58:00,North-1,S-006,28.7,25.6,6.14,62.2
2026-01-17 06:05:00,North-2,S-037,50.4,3.7,6.61,86.3
2026-01-17 06:16:00,West-2,S-018,38.4,6.5,7.16,38.4
2026-01-17 06:41:00,East-1,S-033,66.8,20.7,6.66,16.2
2026-01-17 06:49:00,South-2,S-036,79.5,10.0,6.35,78.8
2026-01-17 07:05:00,West-1,S-018,58.4,27.3,5.63,70.4
2026-01-17 07:09:00,South-1,S-022,73.5,26.7,7.47,91.2
2026-01-17 07:28:00,South-1,S-019,30.1,23.7,6.87,37.4
2026-01-17 08:35:00,East-1,S-037,71.6,17.4,7.34,42.6
2026-01-17 08:39:00,West-2,S-033,37.2,33.2,6.7,74.7
2026-01-17 09:08:00,South-1,S-026,24.7,33.5,6.56,31.9
2026-01-17 09:14:00,North-1,S-007,45.8,5.3,6.72,90.9
2026-01-17 10:05:00,East-2,S-012,45.5,-1.7,6.65,75.8
2026-01-17 10:38:00,West-1,S-028,31.1,19.7,6.37,79.5
2026-01-17 11:44:00,East-2,S-038,68.9,12.0,7.19,36.5
2026-01-17 12:45:00,East-2,S-005,32.9,11.8,5.83,38.3
2026-01-17 12:45:00,East-2,S-023,74.2,17.4,6.68,25.7
2026-01-17 13:34:00,South-1,S-011,70.4,30.4,5.92,18.8
2026-01-17 14:23:00,East-2,S-011,76.9,32.0,6.43,30.6
2026-01-17 14:24:00,North-2,S-031,28.0,29.3,6.58,68.5
2026-01-17 15:26:00,North-1,S-021,60.7,6.6,6.61,76.5
2026-01-17 15:50:00,South-2,S-038,51.7,11.7,7.0,28.9
2026-01-17 16:17:00,East-2,S-001,55.2,10.2,7.6,92.4
2026-01-17 16:29:00,West-1,S-023,22.9,8.8,6.97,16.9
2026-01-17 17:00:00,East-2,S-005,22.7,6.4,6.17,17.2
2026-01-17 17:17:00,East-2,S-030,66.2,22.4,6.14,27.4
2026-01-17 17:38:00,North-2,S-015,44.9,10.2,5.76,70.8
2026-01-17 19:47:00,South-1,S-014,46.1,10.4,7.35,78.3
2026-01-17 20:45:00,West-1,S-018,47.0,19.1,7.75,71.7
2026-01-17 21:31:00,West-1,S-024,22.7,-0.1,6.79,42.6
2026-01-17 22:34:00,South-2,S-024,25.0,13.3,6.54,89.0
2026-01-17 22:42:00,North-1,S-029,52.8,34.6,5.74,84.7
2026-01-17 23:12:00,North-1,S-008,27.0,2.5,6.98,91.8
2026-01-17 23:28:00,South-1,S-009,43.0,28.1,7.51,67.7
2026-01-17 23:36:00,East-1,S-017,66.4,31.1,7.05,20.4
2026-01-17 23:38:00,South-2,S-013,40.6,32.0,6.05,18.3
2026-01-18 00:12:00,East-1,S-028,57.8,1.4,6.68,97.6
2026-01-18 00:45:00,North-2,S-007,50.3,26.8,6.44,24.8
2026-01-18 02:23:00,South-2,S-016,39.2,11.2,7.7,22.1
2026-01-18 02:32:00,North-1,S-010,74.1,23.3,5.51,10.3
2026-01-18 03:07:00,East-1,S-036,22.5,4.6,5.89,54.4
2026-01-18 03:26:00,South-2,S-032,73.9,30.6,6.82,34.7
2026-01-18 03:39:00,West-2,S-003,39.8,29.2,7.69,15.0
2026-01-18 03:58:00,South-1,S-038,37.6,29.5,6.58,88.0
2026-01-18 04:37:00,West-1,S-038,74.1,9.9,5.74,42.3
2026-01-18 04:49:00,West-2,S-039,46.8,33.5,6.59,59.6
2026-01-18 05:01:00,East-1,S-036,23.6,33.4,6.79,70.3
2026-01-18 05:31:00,North-1,S-021,65.4,17.6,5.54,10.4
2026-01-18 05:32:00,East-1,S-036,55.7,18.1,6.38,86.1
2026-01-18 06:27:00,North-2,S-029,30.0,-0.8,6.68,62.8
2026-01-18 06:47:00,North-1,S-031,29.6,1.7,6.76,45.5
2026-01-18 06:50:00,South-1,S-024,45.7,4.7,7.37,19.8
2026-01-18 07:13:00,East-1,S-009,31.9,4.7,7.68,50.6
2026-01-18 07:43:00,North-1,S-029,72.1,29.6,5.98,14.4
2026-01-18 07:45:00,West-2,S-005,40.0,24.4,5.95,92.5
2026-01-18 08:00:00,North-2,S-030,71.9,22.1,6.13,68.8
2026-01-18 08:18:00,North-2,S-035,28.0,29.8,5.77,99.4
2026-01-18 09:35:00,South-2,S-012,47.6,17.7,6.76,70.8
2026-01-18 09:52:00,East-1,S-024,35.3,1.1,7.23,36.6
2026-01-18 10:07:00,West-2,S-039,28.0,3.1,6.96,78.6
2026-01-18 10:12:00,East-2,S-016,42.5,6.8,5.71,48.0
2026-01-18 10:34:00,East-1,S-031,46.5,16.7,7.19,78.4
2026-01-18 11:57:00,South-2,S-002,49.7,10.0,6.62,41.9
2026-01-18 12:04:00,South-2,S-014,47.3,10.5,7.52,35.0
2026-01-18 12:19:00,East-1,S-028,51.9,22.4,5.57,78.7
2026-01-18 12:22:00,South-2,S-029,30.6,24.7,6.14,79.6
2026-01-18 12:27:00,South-1,S-036,33.2,10.0,7.27,15.0
2026-01-18 13:16:00,East-1,S-016,21.9,33.1,5.75,11.7
2026-01-18 13:17:00,East-2,S-033,53.5,22.7,6.31,45.7
