sensor_id,humidity,parcel
2270,38.9,North-1
2271,31.4,East-1
2272,57.2,North-2
2273,49.8,South-1
2274,51.5,West-2
2275,50.8,East-1
2276,35.3,East-2
2277,56.3,East-2
2278,46.4,East-1
2279,54.3,North-1
2280,43.7,East-2
2281,48.2,North-1
2282,51.3,North-2
2283,59.0,South-1
2284,50.1,South-1
2285,58.3,East-2
2286,57.5,North-1
2287,40.8,East-2
2288,32.7,West-1
2289,58.0,South-2
2290,47.5,North-1
2291,44.0,East-1
2292,37.0,West-1
2293,35.3,East-2
2294,50.4,West-2
2295,47.7,East-2
2296,57.7,North-1
2297,53.6,East-2
2298,32.8,North-2
2299,59.7,North-2
2300,57.1,East-1
2301,40.2,West-2
2302,50.7,East-2
2303,44.8,South-1
2304,42.5,West-1
2305,55.0,East-1
2306,30.5,West-2
2307,34.9,East-1
2308,54.9,North-1
2309,53.9,West-1
2310,49.8,North-1
2311,45.5,South-1
2312,50.2,West-1
2313,48.6,East-1
2314,56.6,East-2
2315,56.0,South-1
2316,54.6,East-2
2317,46.8,North-2
2318,35.2,West-1
2319,59.7,East-2
2320,51.6,North-1
2321,48.2,North-1
2322,57.1,North-1
2323,49.5,North-2
2324,43.2,South-1
2325,58.8,West-2
2326,31.5,West-1
2327,55.5,East-1
2328,47.9,East-1
2329,42.6,South-2
2330,32.4,South-1
2331,32.8,South-1
2332,31.2,North-1
2333,45.5,West-2
2334,38.7,East-1
2335,50.2,South-2
2336,52.5,South-2
2337,52.2,East-2
2338,30.7,North-2
2339,56.4,North-1
2340,44.3,East-1
2341,52.0,North-1
2342,37.1,West-2
2343,51.0,South-2
2344,49.2,West-2
2345,33.7,East-2
2346,32.1,West-1
2347,42.7,West-1
2348,45.2,West-1
2349,39.7,North-2
2350,39.7,North-2
2351,43.0,East-2
2352,56.1,East-2
2353,40.2,East-2
2354,52.3,South-1
2355,33.2,West-2
2356,48.7,North-1
2357,40.9,West-2
2358,58.9,West-1
2359,49.7,South-1
2360,31.6,East-1
2361,52.0,West-2
2362,54.1,North-2
2363,46.9,West-1
2364,54.5,North-2
2365,50.1,East-2
2366,35.1,North-1
2367,52.1,West-1
2368,46.2,South-1
2369,30.7,West-1
2370,49.5,North-1
2371,37.6,West-2
2372,40.0,East-2
2373,38.6,West-1
2374,43.8,South-2
2375,54.1,West-2
2376,43.2,North-1
2377,45.3,East-2
2378,53.2,West-2
2379,45.7,West-1
2380,58.0,North-2
2381,59.6,West-2
2382,58.9,West-2
2383,47.8,East-1
2384,35.3,West-2
2385,39.5,East-1
2386,37.7,East-2
2387,34.2,East-1
2388,46.3,West-2
2389,52.5,North-2
2390,35.2,West-2
2391,49.9,South-1
2392,36.6,West-2
2393,36.9,East-2
2394,50.2,South-2
2395,52.5,North-2
2396,55.0,South-1
2397,45.5,North-1
2398,55.8,North-2
2399,59.6,West-2
2400,43.2,East-1
2401,35.6,East-1
2402,58.4,North-2
2403,54.8,South-1
2404,36.7,West-2
2405,45.1,West-1
2406,35.6,East-1
2407,32.4,South-2
2408,56.4,South-1
2409,47.7,South-2
2410,30.5,North-1
2411,52.2,North-1
2412,51.7,East-1
2413,53.5,East-1
2414,58.9,West-1
2415,36.7,South-2
2416,55.4,East-1
2417,44.2,West-2
2418,45.5,North-1
2419,34.0,West-2
2420,50.4,West-1
2421,47.2,North-1
2422,40.9,East-2
2423,53.0,South-1
2424,55.3,North-2
2425,54.9,East-1
2426,34.4,West-2
2427,54.4,West-2
2428,34.8,West-2
2429,49.6,South-2
2430,37.2,West-1
2431,49.3,North-1
2432,46.9,East-1
2433,39.2,South-2
2434,50.4,West-1
2435,39.1,West-1
2436,59.8,West-1
2437,44.1,West-1
2438,33.1,South-1
2439,53.2,South-2
2440,58.3,South-2
2441,30.1,East-1
2442,35.3,South-1
2443,55.5,East-2
2444,45.6,North-1
2445,35.1,West-2
2446,31.1,North-1
2447,48.2,East-2
2448,49.7,East-2
2449,44.9,West-2
2450,43.7,West-1
2451,48.9,North-1
2452,57.5,West-2
2453,31.1,North-2
2454,32.7,South-2
2455,49.7,West-1
2456,33.0,West-2
2457,45.4,South-1
2458,38.4,North-1
2459,38.7,West-1
2460,34.6,South-2
2461,48.5,East-1
2462,50.3,East-2
2463,40.0,South-1
2464,43.0,East-1
2465,56.7,West-1
2466,38.3,East-2
2467,30.3,West-1
2468,33.2,North-2
2469,56.6,South-1
2470,52.5,South-2
2471,32.4,North-2
2472,40.5,West-2
2473,43.9,West-2
2474,52.9,West-1
2475,46.1,North-1
2476,59.8,North-2
2477,53.3,North-1
2478,42.9,East-2
2479,47.6,North-1
2480,51.3,East-2
2481,48.4,South-1
2482,46.8,East-1
2483,54.0,West-2
2484,32.9,North-1
2485,41.2,East-2
2486,33.0,South-2
2487,41.8,South-1
2488,43.3,North-1
2489,31.1,North-1
2490,42.5,East-2
2491,47.1,West-2
2492,59.4,East-1
2493,43.9,North-2
2494,34.8,South-2
2495,57.7,North-1
2496,43.9,West-2
2497,51.7,North-1
2498,49.6,North-2
2499,55.7,West-2
2500,57.9,North-1
2501,46.1,East-1
2502,30.3,South-2
2503,56.5,South-2
2504,30.1,West-2
2505,56.3,North-1
2506,47.0,South-1
2507,59.2,East-1
2508,49.7,East-2
2509,39.3,West-2
2510,44.2,North-2
2511,53.2,South-1
2512,50.3,West-2
2513,59.1,West-1
2514,33.7,North-2
2515,44.1,North-2
2516,53.3,East-1
2517,57.6,South-2
2518,53.7,East-1
2519,55.9,West-1
2520,58.7,North-1
2521,46.8,South-2
2522,34.9,West-1
2523,38.8,West-1
2524,42.9,East-1
2525,36.8,East-1
2526,43.2,South-2
2527,39.4,South-2
2528,45.8,South-2
2529,44.2,West-2
2530,56.2,North-1
2531,58.6,North-1
2532,53.4,West-2
2533,48.9,West-1
2534,57.2,West-2
2535,31.7,North-2
2536,49.2,West-2
2537,42.7,South-2
2538,31.5,South-2
2539,48.5,North-2
2540,49.2,North-1
2541,33.3,North-1
2542,43.9,West-2
2543,59.7,East-1
2544,38.1,North-1
2545,39.6,North-1
2546,58.4,South-2
2547,33.6,North-1
2548,32.7,West-1
2549,49.4,East-1
2550,31.1,South-2
2551,35.8,South-1
2552,55.6,North-1
2553,30.8,East-1
2554,42.4,West-2
2555,50.2,West-2
2556,41.1,North-1
2557,58.2,East-1
2558,52.4,South-2
2559,51.1,West-2
2560,36.8,South-1
2561,52.4,South-2
2562,54.9,West-2
2563,51.7,North-1
2564,54.9,West-2
2565,32.1,North-2
2566,48.9,East-2
2567,53.6,North-1
2568,43.2,East-2
2569,34.2,South-2
2570,31.4,West-1
2571,45.3,East-2
2572,35.1,North-1
2573,53.3,South-1
2574,44.2,South-2
2575,58.1,East-2
2576,37.1,East-1
2577,36.2,East-1
2578,58.5,East-2
2579,56.4,South-1
2580,31.3,West-2
2581,32.5,East-1
2582,53.3,South-2
2583,53.6,West-1
2584,58.8,East-2
2585,58.0,West-1
2586,48.4,West-2
2587,55.9,South-1
2588,44.4,East-1
2589,58.5,North-2
2590,43.9,East-1
2591,53.5,North-1
2592,41.1,North-1
2593,47.9,South-1
2594,43.4,East-1
2595,58.6,West-2
2596,52.7,East-1
2597,43.5,East-2
2598,37.4,North-1
2599,40.3,West-1
2600,56.7,East-1
2601,43.6,North-1
2602,52.3,West-1
2603,37.4,West-1
2604,31.1,North-1
2605,36.8,East-1
2606,58.6,West-2
2607,37.2,North-2
2608,50.1,West-1
2609,35.3,South-1
2610,45.2,North-2
2611,31.9,North-1
2612,49.5,West-1
2613,58.9,East-1
2614,45.7,East-1
2615,52.6,West-1
2616,49.9,North-1
2617,40.7,North-1
2618,46.3,South-1
2619,54.5,West-1
2620,48.3,South-1
2621,33.1,West-2
2622,59.8,South-1
2623,46.3,East-2
2624,33.9,West-2
2625,46.2,West-1
2626,41.5,West-2
2627,59.0,West-2
2628,43.0,South-2
2629,31.6,South-1
2630,48.6,East-2
2631,53.9,West-2
2632,58.3,North-1
2633,59.0,West-2
2634,39.4,South-2
2635,55.2,East-1
2636,46.2,West-2
2637,52.0,West-1
2638,39.5,West-2
2639,48.9,North-1
2640,42.0,West-2
2641,56.3,North-2
2642,37.0,West-1
2643,42.3,East-2
2644,51.0,West-1
2645,38.8,North-2
2646,56.5,North-2
2647,56.3,West-2
2648,42.6,South-1
2649,39.7,West-2
2650,42.6,East-2
2651,47.4,West-2
2652,53.2,East-2
2653,41.9,North-1
2654,58.9,East-1
2655,56.0,North-1
2656,43.8,East-1
2657,55.8,North-1
2658,55.2,North-2
2659,30.7,North-1
2660,36.0,South-2
2661,32.2,East-1
2662,49.2,South-2
2663,49.3,West-2
2664,43.3,North-1
2665,33.6,East-2
2666,33.2,East-2
2667,34.4,East-2
2668,45.8,South-2
2669,52.5,East-1
2670,48.2,South-1
2671,50.8,East-1
2672,45.2,East-2
2673,57.2,East-2
2674,47.2,North-2
2675,33.4,East-2
2676,55.2,East-1
2677,42.3,West-2
2678,43.7,East-2
2679,33.8,South-1
2680,54.4,East-1
2681,49.7,West-2
2682,56.9,East-1
2683,38.9,South-2
2684,37.2,East-2
2685,33.4,East-1
2686,58.1,East-2
2687,53.8,North-2
2688,40.1,North-2
2689,53.0,South-1
2690,53.1,North-1
2691,58.5,West-1
2692,55.5,South-1
2693,36.3,West-1
2694,50.4,West-1
2695,30.2,West-2
2696,36.5,West-1
2697,30.8,South-2
2698,55.8,North-1
2699,42.6,East-1
2700,57.9,South-1
2701,48.3,South-1
2702,57.8,East-2
2703,32.5,South-1
2704,58.8,East-1
2705,33.0,East-1
2706,33.1,South-1
2707,32.5,East-2
2708,52.8,West-1
2709,39.4,North-2
2710,44.2,North-1
2711,36.4,South-1
2712,30.8,South-1
2713,58.1,North-2
2714,43.9,South-1
2715,40.6,East-1
2716,48.2,East-2
2717,39.2,North-1
2718,52.2,West-1
2719,51.3,North-1
2720,49.6,South-2
2721,53.6,North-2
2722,38.7,East-1
2723,44.8,South-2
2724,39.2,West-2
2725,33.5,East-1
2726,35.0,South-2
2727,54.1,North-2
2728,33.5,North-2
2729,31.5,North-1
2730,32.6,West-1
2731,36.8,East-1
2732,36.8,North-1
2733,34.1,South-1
2734,47.5,South-2
2735,30.3,South-1
2736,48.8,South-1
2737,30.3,West-1
2738,37.9,North-2
2739,30.1,West-1
2740,58.4,North-2
2741,33.2,South-2
2742,44.7,West-2
2743,41.3,South-1
2744,44.4,North-2
2745,58.7,North-2
2746,58.7,East-2
2747,51.7,South-1
2748,54.2,South-1
2749,58.3,South-1
2750,49.2,East-1
2751,45.1,West-2
2752,44.3,North-2
2753,45.9,West-1
2754,46.9,East-2
2755,32.8,West-2
2756,40.1,West-1
2757,56.3,South-1
2758,35.8,East-2
2759,35.5,South-1
2760,36.6,West-2
2761,51.7,East-2
2762,36.6,West-2
2763,56.5,West-1
2764,41.3,East-2
2765,52.2,North-2
2766,49.0,South-2
2767,46.7,East-1
2768,34.5,South-1
2769,38.1,West-1
2770,36.8,South-2
2771,40.5,South-1
2772,59.2,North-2
2773,31.2,East-2
2774,47.5,South-1
2775,47.0,South-2
2776,35.8,East-1
2777,50.1,South-2
2778,33.0,West-2
2779,38.5,West-2
2780,54.9,West-1
2781,43.2,East-2
2782,49.4,North-1
2783,42.5,South-1
2784,32.8,East-2
2785,58.0,South-1
2786,49.7,West-1
2787,38.0,South-1
2788,59.8,South-2
2789,44.2,North-1
2790,30.0,South-1
2791,32.5,West-2
2792,31.3,West-1
2793,31.2,South-1
2794,50.7,South-2
2795,58.7,North-2
2796,47.5,West-1
2797,45.1,West-2
2798,56.0,West-1
2799,30.9,South-1
2800,41.8,West-2
2801,33.4,North-1
2802,49.8,North-2
2803,47.0,East-2
2804,32.4,North-2
2805,46.7,West-2
2806,41.1,North-1
2807,49.1,North-2
2808,38.7,North-2
2809,56.0,East-2
2810,38.8,South-2
2811,47.9,South-2
2812,42.6,North-2
2813,45.5,North-2
2814,31.3,West-2
2815,49.0,West-2
2816,40.7,North-2
2817,35.4,East-1
2818,42.0,South-1
2819,40.5,North-1
2820,40.8,East-2
2821,47.3,East-2
2822,54.1,West-2
2823,43.7,East-2
2824,56.4,North-1
2825,50.2,East-2
2826,37.3,South-1
2827,53.9,South-2
2828,58.7,South-2
2829,53.8,North-1
2830,32.7,West-1
2831,43.0,East-1
2832,32.9,West-1
2833,43.3,North-1
2834,33.1,North-2
2835,58.0,North-1
2836,42.5,North-1
2837,47.7,South-1
2838,33.0,North-2
2839,43.6,West-1
2840,50.4,East-1
2841,45.4,South-1
2842,46.4,South-1
2843,57.3,East-1
2844,39.7,East-1
2845,52.7,South-1
2846,37.7,East-1
2847,39.2,East-2
2848,37.3,South-1
2849,42.1,East-2
2850,30.2,North-1
2851,55.6,South-2
2852,54.2,West-1
2853,49.3,North-2
2854,38.6,South-2
2855,38.8,South-1
2856,43.2,West-2
2857,40.7,North-2
2858,33.3,North-1
2859,43.6,North-1
2860,41.7,South-2
2861,35.7,West-1
2862,48.4,East-2
2863,48.5,North-2
2864,52.4,North-2
2865,37.5,East-2
2866,47.0,East-2
2867,31.7,West-1
2868,56.9,North-2
2869,42.3,West-1
2870,55.5,West-2
2871,58.7,West-2
2872,35.8,North-1
2873,57.5,East-2
2874,44.1,East-2
2875,51.9,West-1
2876,35.0,West-1
2877,47.4,West-1
2878,40.8,East-2
2879,40.9,East-2
2880,51.7,West-1
2881,36.6,East-1
2882,33.4,South-1
2883,48.0,South-2
2884,47.3,North-2
2885,58.7,East-2
2886,52.0,North-2
2887,59.6,West-1
2888,33.8,West-2
2889,43.2,North-1
2890,40.5,West-1
2891,52.1,North-2
2892,40.7,South-2
2893,50.9,South-1
2894,38.0,North-2
2895,30.4,South-1
2896,32.1,East-2
2897,48.4,East-1
2898,37.6,West-2
2899,41.0,West-1
2900,49.3,North-1
2901,38.7,West-2
2902,43.7,South-2
2903,50.2,South-2
2904,57.1,North-1
2905,50.4,West-1
2906,33.3,North-2
2907,37.7,North-1
2908,55.8,South-1
2909,53.6,South-1
2910,53.6,West-1
2911,34.7,West-1
2912,31.5,East-1
2913,58.3,East-1
2914,35.8,North-1
2915,32.9,South-2
2916,55.0,West-2
2917,58.5,West-1
2918,47.4,North-1
2919,54.4,South-2
2920,51.9,North-1
2921,53.0,East-2
2922,54.0,South-1
2923,53.4,West-1
2924,43.5,North-2
2925,31.7,North-1
2926,46.0,South-2
2927,58.7,South-2
2928,41.2,East-2
2929,31.6,North-1
2930,44.6,East-1
2931,52.6,South-2
2932,31.8,East-1
2933,59.5,West-2
2934,55.0,North-2
2935,57.2,East-1
2936,43.1,South-1
2937,57.0,West-1
2938,41.4,West-1
2939,58.3,North-1
2940,39.0,North-1
2941,51.0,West-1
2942,55.4,North-2
2943,52.8,South-1
2944,34.7,South-1
2945,48.2,West-1
2946,58.4,West-2
2947,35.7,South-2
2948,55.8,West-2
2949,34.3,West-1
2950,52.8,South-1
2951,33.1,East-1
2952,51.4,East-1
2953,37.8,East-2
2954,57.0,West-2
2955,35.8,East-1
2956,58.8,South-2
2957,51.5,East-1
2958,43.2,West-1
2959,54.4,East-1
2960,50.2,North-1
2961,59.4,West-2
2962,50.8,South-2
2963,42.6,South-1
2964,53.7,North-1
2965,59.5,East-1
2966,38.2,East-2
2967,33.4,South-1
2968,47.5,East-2
2969,41.7,North-2
2970,40.9,North-1
2971,46.8,North-1
2972,34.5,North-1
2973,33.4,East-1
2974,54.4,West-2
2975,52.0,South-2
2976,37.8,East-2
2977,50.3,North-1
2978,49.7,East-1
2979,47.3,East-2
2980,36.2,West-1
2981,35.5,North-1
2982,36.1,East-2
2983,53.5,North-1
2984,32.9,West-2
2985,30.3,South-2
2986,51.6,South-2
2987,34.8,East-1
2988,38.5,South-2
2989,48.8,South-2
2990,35.1,West-1
2991,51.7,East-1
2992,33.9,North-1
2993,32.2,South-2
2994,55.4,West-1
2995,51.1,East-1
2996,48.3,West-2
2997,55.7,South-1
2998,31.7,East-2
2999,55.9,West-2
3000,55.4,West-1
3001,49.3,North-1
3002,57.8,East-2
3003,31.6,West-1
3004,47.7,North-2
3005,57.5,West-2
3006,31.8,East-2
3007,59.6,South-1
3008,44.9,North-2
3009,55.5,North-2
3010,59.9,North-2
3011,34.3,North-1
3012,37.6,East-1
3013,37.8,West-2
3014,37.8,North-1
3015,41.7,West-2
3016,51.9,South-2
3017,45.9,West-2
3018,53.1,West-1
3019,33.1,West-1
3020,37.7,West-1
3021,56.4,West-1
3022,45.5,East-2
3023,32.1,North-1
3024,41.6,East-2
3025,59.8,East-1
3026,50.6,West-1
3027,43.6,East-1
3028,47.7,North-2
3029,30.7,North-2
3030,38.1,West-2
3031,43.6,North-2
3032,32.2,South-1
3033,55.0,South-1
3034,36.4,East-1
3035,34.2,South-1
3036,45.5,South-2
3037,38.2,North-1
3038,33.6,South-2
3039,58.1,South-2
3040,58.7,South-1
3041,57.6,North-2
3042,44.3,North-2
3043,45.0,North-1
3044,33.3,North-1
3045,58.0,East-1
3046,35.6,West-2
3047,56.3,North-1
3048,46.8,North-1
3049,49.3,North-1
3050,45.1,North-2
3051,54.3,South-2
3052,49.5,South-1
3053,54.4,South-1
3054,42.7,West-1
3055,49.3,West-2
3056,36.2,West-2
3057,50.0,West-1
3058,52.5,East-1
3059,43.7,South-2
3060,41.7,West-2
3061,49.0,East-2
3062,44.5,South-2
3063,48.4,South-1
3064,30.5,East-1
3065,31.8,North-2
3066,39.6,West-2
3067,30.5,South-1
3068,57.6,West-1
3069,37.9,West-2
3070,58.6,West-1
3071,33.5,West-1
3072,55.1,North-1
3073,42.7,South-2
3074,39.6,South-2
3075,41.3,South-2
3076,47.9,West-2
3077,38.4,East-2
3078,59.1,West-2
3079,46.9,West-2
3080,36.1,South-2
3081,46.0,East-1
3082,57.4,West-1
3083,57.6,West-2
3084,52.9,East-1
3085,41.7,West-1
3086,30.4,South-1
3087,48.4,West-2
3088,51.5,North-1
3089,54.0,North-1
3090,35.5,South-1
3091,42.2,East-2
3092,57.6,West-2
3093,51.4,North-1
3094,46.6,North-1
3095,55.3,South-2
3096,56.6,West-1
3097,50.2,West-1
3098,50.7,South-2
3099,30.7,North-1
3100,58.8,North-1
3101,57.2,West-1
3102,55.0,North-2
3103,39.9,East-2
3104,46.1,North-1
3105,57.1,East-1
3106,47.0,West-2
3107,55.5,West-1
3108,46.2,South-2
3109,39.5,South-1
3110,57.2,East-2
3111,36.6,West-2
3112,41.9,South-2
3113,51.9,East-2
3114,58.2,East-2
3115,37.3,South-2
3116,31.1,North-2
3117,51.1,East-1
3118,51.6,North-1
3119,49.6,West-2
3120,59.0,West-2
3121,51.5,South-2
3122,58.9,North-2
3123,52.8,South-2
3124,47.2,West-1
3125,53.6,South-1
3126,55.3,North-1
3127,58.1,South-2
3128,59.8,South-2
3129,40.2,North-1
3130,42.6,South-1
3131,51.3,West-1
3132,46.9,North-2
3133,39.1,West-1
3134,46.0,West-1
3135,38.2,West-2
3136,43.9,West-1
3137,40.9,East-1
3138,35.5,South-1
3139,36.3,North-1
3140,38.3,South-2
3141,50.3,North-2
3142,48.8,North-2
3143,39.6,East-1
3144,58.5,North-1
3145,37.4,West-2
3146,50.9,South-2
3147,31.5,North-2
3148,50.4,East-2
3149,31.5,South-2
3150,49.1,North-2
3151,39.9,East-1
3152,38.1,East-2
3153,50.2,West-1
3154,39.2,East-1
3155,51.5,East-1
3156,49.3,West-2
3157,52.7,South-1
3158,41.9,North-2
3159,60.0,East-1
3160,45.7,North-2
3161,41.5,East-2
3162,39.0,North-2
3163,31.9,South-1
3164,30.1,North-2
3165,47.4,West-2
3166,48.8,North-2
3167,34.9,West-1
3168,42.3,West-2
3169,59.3,West-2
3170,32.5,North-1
3171,47.4,West-1
3172,52.2,South-1
3173,52.8,West-2
3174,37.1,North-1
3175,44.4,West-1
3176,42.9,South-1
3177,40.5,North-2
3178,50.6,North-1
3179,35.8,North-2
3180,39.3,East-1
3181,53.3,North-2
3182,39.8,North-1
3183,48.6,North-1
3184,45.1,East-1
3185,30.4,East-2
3186,30.4,North-2
3187,41.6,West-2
3188,39.2,South-1
3189,59.3,West-1
3190,47.9,West-1
3191,37.7,West-1
3192,43.6,North-1
3193,47.9,South-2
3194,36.0,West-1
3195,52.6,North-1
3196,43.0,North-2
3197,48.6,South-2
3198,33.7,East-2
3199,50.3,North-1
3200,45.3,West-1
3201,43.5,South-2
3202,53.7,South-2
3203,37.1,East-2
3204,31.4,South-1
3205,44.5,East-2
3206,48.8,West-2
3207,51.8,East-2
3208,58.5,North-1
3209,48.1,West-1
3210,42.1,West-1
3211,42.9,North-2
3212,59.1,South-1
3213,53.2,North-1
3214,43.5,South-1
3215,35.6,West-2
3216,32.2,West-2
3217,41.4,South-1
3218,56.9,South-2
3219,33.6,West-2
3220,52.3,North-1
3221,44.3,East-2
3222,38.7,South-1
3223,34.6,East-2
3224,56.4,South-1
3225,50.2,North-2
3226,34.2,West-1
3227,39.4,East-1
3228,44.9,South-2
3229,48.9,West-2
3230,48.8,North-2
3231,56.3,West-2
3232,32.5,West-2
3233,56.6,South-1
3234,54.4,South-1
3235,55.3,North-2
3236,43.8,South-2
3237,36.8,South-1
3238,46.6,East-2
3239,57.5,East-2
3240,55.6,South-1
3241,37.4,West-2
3242,55.8,East-1
3243,38.1,North-2
3244,31.1,East-2
3245,39.6,North-1
3246,34.1,West-1
3247,42.6,North-1
3248,31.2,West-2
3249,43.8,West-1
3250,43.0,East-2
3251,37.3,South-1
3252,49.6,East-2
3253,49.6,East-1
3254,32.6,North-2
3255,48.0,South-2
3256,50.9,East-1
3257,44.0,West-1
3258,48.9,East-1
3259,41.9,South-2
3260,41.5,East-2
3261,34.7,West-1
3262,47.6,West-1
3263,48.5,West-2
3264,51.0,East-1
3265,44.1,North-2
3266,57.3,West-2
3267,57.4,West-2
3268,48.1,South-1
3269,52.3,West-1
3270,42.6,East-1
3271,44.8,South-2
3272,38.5,West-1
3273,59.9,North-1
3274,41.2,West-1
3275,57.3,South-2
3276,33.9,East-1
3277,50.3,East-1
3278,54.7,East-2
3279,59.0,North-1
3280,54.6,West-2
3281,38.7,South-2
3282,38.1,East-1
3283,38.8,North-1
3284,31.9,East-2
3285,34.3,South-1
3286,47.2,South-2
3287,53.2,West-2
3288,43.2,East-1
3289,42.4,East-1
3290,33.9,East-1
3291,36.8,South-1
3292,39.6,East-2
3293,45.6,North-1
3294,46.0,East-1
3295,47.1,North-1
3296,51.0,South-1
3297,52.7,West-1
3298,44.6,North-2
3299,36.5,East-2
3300,42.4,North-1
3301,52.6,North-1
3302,46.5,South-1
3303,56.7,North-1
3304,56.2,North-2
3305,52.5,South-1
3306,41.6,North-2
3307,54.2,North-2
3308,55.8,South-2
3309,42.8,North-2
3310,31.4,West-2
3311,57.3,South-2
3312,41.6,East-1
3313,42.3,West-2
3314,50.4,South-2
3315,49.8,North-2
3316,47.6,North-2
3317,37.4,West-2
3318,58.5,South-1
3319,53.6,East-2
3320,53.7,South-2
3321,36.7,South-2
3322,55.3,West-1
3323,53.1,North-1
3324,35.0,South-2
3325,48.7,West-1
3326,33.4,North-2
3327,42.3,West-1
3328,55.9,North-1
3329,58.6,East-1
3330,39.7,North-1
3331,30.3,North-2
3332,49.3,North-2
3333,37.9,East-1
3334,49.5,South-1
3335,38.3,North-1
3336,58.8,East-1
3337,37.3,West-1
3338,41.3,South-2
3339,45.9,North-1
3340,41.7,South-2
3341,40.8,West-1
3342,48.7,East-2
3343,36.9,South-1
3344,39.0,East-1
3345,44.2,East-2
3346,41.9,West-2
3347,46.0,South-1
3348,30.3,West-1
3349,32.6,West-1
3350,44.8,North-2
3351,44.6,West-1
3352,53.8,West-2
3353,56.4,West-2
3354,46.3,West-2
3355,52.8,East-1
3356,53.2,West-2
3357,43.3,East-1
3358,51.8,South-1
3359,43.1,South-2
3360,34.7,South-1
3361,52.9,South-2
3362,54.7,South-2
3363,34.2,South-1
3364,55.9,South-2
3365,42.6,West-2
3366,40.5,East-1
3367,35.2,West-2
3368,38.3,South-2
3369,49.4,East-1
3370,37.6,South-2
3371,59.6,North-1
3372,42.5,West-1
3373,43.4,South-1
3374,50.0,East-1
3375,51.9,South-2
3376,30.9,South-2
3377,40.5,North-1
3378,45.5,East-1
3379,57.3,North-2
3380,37.9,West-2
3381,55.7,West-2
3382,58.4,East-1
3383,40.3,East-1
3384,35.4,North-2
3385,36.3,West-2
3386,60.0,South-2
3387,31.2,South-1
3388,47.0,West-1
3389,48.3,East-1
3390,52.6,South-1
3391,60.0,North-2
3392,52.9,West-2
3393,49.5,South-1
3394,57.4,West-1
3395,58.7,East-2
3396,39.9,South-2
3397,49.3,North-2
3398,39.3,South-2
3399,35.1,North-2
3400,42.3,North-2
3401,53.5,East-1
3402,34.0,North-2
3403,59.8,North-2
3404,47.7,North-2
3405,50.1,South-2
3406,50.1,East-1
3407,46.9,South-1
3408,58.3,South-2
3409,37.7,West-2
3410,39.9,West-1
3411,51.5,North-2
3412,50.8,East-1
3413,41.0,South-2
3414,45.8,East-1
3415,47.2,West-1
3416,43.1,West-1
3417,48.0,East-1
3418,44.3,North-1
3419,31.8,South-1
3420,56.0,North-2
3421,34.6,West-1
3422,44.0,West-2
3423,30.4,North-1
3424,41.2,East-2
3425,55.3,South-2
3426,42.2,West-1
3427,48.9,North-2
3428,47.1,West-1
3429,50.8,South-1
3430,45.7,North-1
3431,58.8,North-2
3432,51.9,East-2
3433,54.1,East-1
3434,57.4,North-2
3435,51.9,North-1
3436,34.3,South-2
3437,57.3,West-2
3438,40.3,South-2
3439,36.1,South-2
3440,58.6,North-2
3441,49.2,South-2
3442,55.3,North-1
3443,39.2,North-1
3444,32.6,West-1
3445,40.1,South-1
3446,57.9,North-1
3447,58.8,West-2
3448,52.9,East-2
3449,38.9,North-1
3450,38.9,South-2
3451,47.3,South-2
3452,41.4,North-1
3453,54.2,West-1
3454,30.3,East-1
3455,39.7,North-1
3456,38.4,East-1
3457,53.0,North-2
3458,55.7,East-1
3459,42.7,West-2
3460,36.3,South-1
3461,35.1,South-2
3462,36.4,North-1
3463,38.7,South-2
3464,37.3,West-2
3465,39.1,West-2
3466,44.8,South-1
3467,54.6,South-2
3468,35.9,North-1
3469,47.6,East-2
3470,44.5,South-1
3471,40.6,East-1
3472,51.3,South-2
3473,51.3,North-2
3474,43.0,North-2
3475,31.3,North-1
3476,59.3,East-1
3477,35.3,West-2
3478,50.8,East-1
3479,46.3,West-1
3480,59.4,South-1
3481,31.2,East-1
3482,55.8,East-1
3483,36.6,East-1
3484,49.7,West-2
3485,46.9,South-1
3486,57.1,West-1
3487,53.7,North-1
3488,45.5,North-2
3489,58.3,East-2
3490,57.0,South-2
3491,50.1,East-2
3492,33.2,East-2
3493,45.0,West-1
3494,55.4,South-2
3495,54.3,West-1
3496,53.8,North-2
3497,44.5,East-1
3498,47.9,East-2
3499,51.1,West-2
3500,52.7,North-1
3501,36.1,South-1
3502,39.5,East-2
3503,32.2,North-1
3504,37.1,West-1
3505,59.2,East-1
3506,37.9,East-1
3507,33.3,East-2
3508,50.6,West-1
3509,31.3,East-2
3510,55.8,South-2
3511,47.9,North-1
3512,34.5,South-1
3513,54.0,South-1
3514,36.9,East-1
3515,52.7,North-1
3516,57.1,East-2
3517,52.2,West-2
3518,41.6,South-2
3519,51.2,East-2
3520,37.4,North-1
3521,34.7,West-1
3522,41.5,West-2
3523,49.8,West-1
3524,43.5,South-2
3525,37.0,West-2
3526,50.4,South-1
3527,52.2,South-1
3528,39.6,North-2
3529,47.8,North-1
3530,51.7,North-1
3531,58.9,North-1
3532,42.5,North-1
3533,42.1,West-2
3534,50.8,West-1
3535,36.5,North-1
3536,39.6,East-2
3537,35.7,West-1
3538,36.2,West-2
3539,36.1,West-2
3540,36.7,East-1
